ticker,date,open,high,low,close,volume
AAPL,2022-12-08,361.71,373.02,349.76,363.27,140167224
AAPL,2022-12-15,365.11,384.4,362.13,377.63,113879126
AAPL,2022-12-22,379.31,414.28,367.74,406.32,38069588
AAPL,2023-01-01,402.04,416.88,383.11,386.93,142810878
AAPL,2023-01-08,394.26,427.06,389.07,421.63,18864671
AAPL,2023-01-15,422.78,435.7,397.43,402.81,159923273
AAPL,2023-01-22,409.62,434.79,408.14,426.74,22851355
AAPL,2023-02-01,418.38,429.6,413.78,419.11,83562364
AAPL,2023-02-08,411.92,440.56,405.31,424.7,33152906
AAPL,2023-02-15,430.73,442.7,409.48,420.42,145910931
AAPL,2023-02-22,415.69,458.24,411.55,442.03,25919258
AAPL,2023-03-01,442.5,481.1,428.2,467.86,11164785
AAPL,2023-03-08,469.42,486.64,453.55,461.09,29606887
AAPL,2023-03-15,452.94,461.99,418.86,426.47,125685297
AAPL,2023-03-22,426.69,473.32,425.08,457.23,78646973
AAPL,2023-04-01,464.29,502.77,448.64,501.17,77794088
AAPL,2023-04-08,508.74,515.93,465.78,480.59,77776118
AAPL,2023-04-15,477.65,527.92,474.67,512.94,46493189
AAPL,2023-04-22,518.71,563.31,512.9,559.69,43409974
AAPL,2023-05-01,562.4,601.38,543.31,599.02,116604306
AAPL,2023-05-08,593.83,647.24,582.22,625.34,72926793
AAPL,2023-05-15,619.0,631.75,599.15,627.33,86840892
AAPL,2023-05-22,632.33,647.98,629.02,638.24,59265404
AAPL,2023-06-01,638.22,653.32,599.11,618.35,60519480
AAPL,2023-06-08,625.46,630.64,586.54,610.31,147684878
AAPL,2023-06-15,610.37,622.62,595.69,619.3,103374486
AAPL,2023-06-22,625.89,665.33,603.62,653.65,165110714
AAPL,2023-07-01,644.13,682.06,622.96,665.71,83700167
AAPL,2023-07-08,664.55,699.38,651.64,684.83,89025151
AAPL,2023-07-15,686.77,700.93,669.14,690.63,51436177
AAPL,2023-07-22,697.43,709.5,653.02,664.66,176421770
AAPL,2023-08-01,655.38,661.59,643.07,654.81,3799701
AAPL,2023-08-08,657.85,680.02,642.05,658.28,72056574
AAPL,2023-08-15,670.15,694.95,665.94,673.57,95676010
AAPL,2023-08-22,673.21,689.62,647.43,663.21,134585805
AAPL,2023-09-01,652.72,660.63,626.65,642.12,67499340
AAPL,2023-09-08,647.71,681.06,624.62,670.01,56742576
AAPL,2023-09-15,678.49,708.81,677.02,696.39,18496676
AAPL,2023-09-22,690.03,693.77,652.85,678.76,155611795
AAPL,2023-10-01,677.63,709.82,674.96,691.38,69904512
AAPL,2023-10-08,685.11,751.46,657.8,732.92,166149976
AAPL,2023-10-15,725.99,751.54,696.45,722.33,122455903
AAPL,2023-10-22,716.81,745.81,708.23,719.34,38724426
AAPL,2023-11-01,712.2,762.7,687.89,761.08,66804583
AAPL,2023-11-08,749.98,825.76,724.58,806.16,36708084
AAPL,2023-11-15,803.11,891.23,796.34,866.7,176947293
AAPL,2023-11-22,876.6,883.65,813.88,831.25,75398758
AAPL,2023-12-01,846.3,869.55,830.44,835.49,117406351
AAPL,2023-12-08,832.22,835.53,761.89,793.03,69670703
AAPL,2023-12-15,784.21,822.95,774.93,800.04,173003640
AAPL,2023-12-22,798.34,828.74,744.04,768.65,139352862
AAPL,2024-01-01,764.17,829.48,737.83,804.03,14142373
AAPL,2024-01-08,815.63,845.91,746.88,773.04,150485702
AAPL,2024-01-15,787.33,824.22,786.41,798.43,38222309
AAPL,2024-01-22,795.79,843.43,769.65,838.37,110153722
AAPL,2024-02-01,829.4,868.71,820.19,854.82,155836416
AAPL,2024-02-08,842.73,864.33,836.6,845.55,23360073
AAPL,2024-02-15,834.03,920.62,815.31,892.13,110602471
AAPL,2024-02-22,874.99,895.26,826.56,852.47,122834734
AAPL,2024-03-01,848.17,941.09,845.78,905.07,132805913
AAPL,2024-03-08,896.11,974.01,860.87,938.93,20209950
AAPL,2024-03-15,953.62,1042.35,933.79,1024.72,3328499
AAPL,2024-03-22,1010.92,1032.39,983.53,989.74,124438215
AAPL,2024-04-01,974.42,1000.58,955.82,982.16,45681275
AAPL,2024-04-08,983.58,1057.68,953.2,1017.9,51320621
AAPL,2024-04-15,1025.26,1052.36,1013.44,1032.38,124311124
AAPL,2024-04-22,1044.0,1056.15,1003.46,1032.42,88459641
AAPL,2024-05-01,1041.68,1125.14,1007.0,1100.6,153954535
AAPL,2024-05-08,1088.03,1139.77,1074.31,1119.97,13239668
AAPL,2024-05-15,1137.77,1150.6,1093.05,1129.05,125644889
AAPL,2024-05-22,1138.16,1140.89,1094.39,1123.79,168290172
AAPL,2024-06-01,1109.41,1219.3,1093.37,1188.65,146258665
AAPL,2024-06-08,1192.16,1213.96,1151.79,1206.01,141331110
AAPL,2024-06-15,1225.72,1231.11,1117.22,1163.37,10001471
AAPL,2024-06-22,1146.76,1204.93,1121.22,1166.04,152283347
AAPL,2024-07-01,1152.72,1165.42,1094.98,1126.8,123300890
AAPL,2024-07-08,1133.01,1161.37,1082.29,1121.93,57152383
AAPL,2024-07-15,1134.44,1145.81,1103.62,1127.36,76212350
AAPL,2024-07-22,1131.02,1161.82,1098.19,1117.18,170570531
AAPL,2024-08-01,1099.05,1190.09,1063.55,1166.03,38285480
AAPL,2024-08-08,1174.91,1234.12,1141.45,1227.88,27102138
AAPL,2024-08-15,1243.07,1301.13,1207.35,1275.01,75968716
AAPL,2024-08-22,1283.5,1326.19,1232.48,1287.71,65878673
AAPL,2024-09-01,1281.49,1308.68,1234.02,1268.49,45161465
AAPL,2024-09-08,1251.51,1359.62,1201.74,1335.03,169874308
AAPL,2024-09-15,1333.54,1387.49,1319.93,1361.9,143437017
AAPL,2024-09-22,1387.92,1497.3,1359.16,1462.81,16720327
AAPL,2024-10-01,1459.17,1501.43,1445.63,1463.64,145230490
AAPL,2024-10-08,1437.5,1476.17,1321.4,1369.21,62622256
AAPL,2024-10-15,1355.22,1395.89,1341.41,1347.37,92968795
AAPL,2024-10-22,1340.67,1421.57,1325.94,1412.96,157910316
AAPL,2024-11-01,1433.39,1562.21,1396.19,1517.27,144531881
AAPL,2024-11-08,1525.47,1692.13,1512.68,1647.02,178635430
AAPL,2024-11-15,1662.15,1756.82,1618.04,1699.7,69205746
AAPL,2024-11-22,1730.85,1872.07,1666.95,1824.38,86128509
AAPL,2024-12-01,1796.51,1885.43,1728.81,1859.56,135773403
AAPL,2024-12-08,1835.54,1850.34,1723.52,1739.68,87504181
AAPL,2024-12-15,1749.85,1808.33,1700.19,1799.41,173432784
AAPL,2024-12-22,1804.4,1865.26,1791.61,1834.04,164617683
AAPL,2025-01-01,1867.26,1909.13,1736.87,1795.58,80369182
AAPL,2025-01-08,1782.97,1915.66,1748.19,1861.53,60792091
AAPL,2025-01-15,1870.5,1876.31,1737.72,1761.42,39634278
AAPL,2025-01-22,1739.47,1757.67,1709.5,1752.65,91310497
AAPL,2025-02-01,1777.26,1839.45,1762.85,1808.13,67770892
AAPL,2025-02-08,1792.81,1896.96,1765.89,1894.55,116497441
AAPL,2025-02-15,1881.46,1920.51,1715.08,1768.77,70515451
AAPL,2025-02-22,1792.15,1880.86,1736.02,1841.63,42818923
AAPL,2025-03-01,1856.6,1871.63,1710.04,1770.28,117713514
AAPL,2025-03-08,1745.42,1759.82,1623.7,1672.49,76509363
AAPL,2025-03-15,1666.62,1749.93,1645.39,1740.92,112416130
AAPL,2025-03-22,1736.75,1747.99,1629.79,1650.6,7300393
AAPL,2025-04-01,1643.62,1742.74,1599.6,1696.65,103576137
AAPL,2025-04-08,1707.09,1755.07,1642.77,1711.28,27217349
AAPL,2025-04-15,1726.33,1827.4,1693.35,1776.15,179989187
AAPL,2025-04-22,1770.93,1911.18,1727.84,1881.0,98658624
AAPL,2025-05-01,1886.41,1890.02,1753.53,1823.69,39626824
AAPL,2025-05-08,1855.4,1918.45,1774.42,1815.17,67953001
AAPL,2025-05-15,1806.65,1920.9,1742.94,1867.99,93673704
AAPL,2025-05-22,1844.41,1867.68,1797.98,1832.26,143452088
AAPL,2025-06-01,1866.79,1940.62,1732.89,1770.26,19380178
AAPL,2025-06-08,1794.36,1937.64,1775.82,1889.2,28215258
AAPL,2025-06-15,1873.07,1939.64,1730.15,1776.46,50717141
AAPL,2025-06-22,1782.99,1836.53,1708.6,1770.82,7521584
AAPL,2025-07-01,1757.75,1866.01,1702.88,1831.35,122378633
AAPL,2025-07-08,1858.45,1870.81,1774.38,1834.39,122825062
AAPL,2025-07-15,1827.99,1885.35,1767.15,1847.91,134955801
AAPL,2025-07-22,1853.69,1870.0,1710.39,1760.7,18514942
AAPL,2025-08-01,1774.06,1844.31,1709.41,1766.67,116143109
AAPL,2025-08-08,1798.65,1827.92,1737.66,1817.22,114425120
AAPL,2025-08-15,1853.0,2043.15,1819.57,1969.94,147365289
AAPL,2025-08-22,1938.0,2075.2,1910.32,2054.08,160481390
AAPL,2025-09-01,2072.36,2240.96,2057.18,2207.44,39348000
AAPL,2025-09-08,2236.42,2286.68,2170.96,2274.43,69116262
AAPL,2025-09-15,2294.79,2455.22,2258.49,2373.67,64172092
AAPL,2025-09-22,2341.18,2445.13,2294.25,2367.65,160017027
AAPL,2025-10-01,2326.89,2367.86,2218.92,2281.56,24037374
AAPL,2025-10-08,2273.08,2490.86,2264.36,2416.32,33704170
AAPL,2025-10-15,2408.58,2435.0,2289.58,2352.68,155130215
AAPL,2025-10-22,2319.87,2432.02,2297.44,2368.6,54208588
AAPL,2025-11-01,2335.17,2451.96,2265.69,2446.7,45413209
AAPL,2025-11-08,2456.57,2570.51,2378.94,2517.85,20119034
AAPL,2025-11-15,2497.44,2514.64,2341.37,2421.89,152109159
AAPL,2025-11-22,2461.44,2517.48,2370.31,2463.31,104472337
AAPL,2025-12-01,2420.69,2482.52,2398.47,2439.08,104632091
AAPL,2025-12-08,2487.15,2710.8,2424.13,2682.76,46962583
AAPL,2025-12-15,2695.73,2781.28,2661.82,2715.5,146667539
AAPL,2025-12-22,2764.84,2840.3,2602.02,2690.63,92515359
MSFT,2021-01-01,409.4,412.88,372.83,385.64,10427284
MSFT,2021-01-08,382.44,423.99,369.62,407.95,30524212
MSFT,2021-01-15,401.14,411.49,385.89,396.75,139071613
MSFT,2021-01-22,400.07,421.57,398.85,407.23,43232832
MSFT,2021-02-01,401.85,431.67,391.85,419.44,64029636
MSFT,2021-02-08,416.18,419.77,408.43,413.16,99597854
MSFT,2021-02-15,411.42,425.51,396.23,412.6,66880085
MSFT,2021-02-22,409.36,426.59,399.83,417.44,35469985
MSFT,2021-03-01,425.58,443.25,420.61,429.65,140352504
MSFT,2021-03-08,429.45,465.8,423.94,458.74,121768104
MSFT,2021-03-15,465.16,485.66,448.65,476.56,14506804
MSFT,2021-03-22,478.29,483.52,448.04,455.16,95798321
MSFT,2021-04-01,454.87,478.24,447.62,466.56,66547041
MSFT,2021-04-08,475.49,496.69,473.69,478.55,54413722
MSFT,2021-04-15,485.58,486.65,467.37,478.14,30250922
MSFT,2021-04-22,469.59,484.83,466.31,468.78,13790955
MSFT,2021-05-01,472.17,480.73,455.64,457.31,88318767
MSFT,2021-05-08,450.96,468.44,426.52,434.2,74364121
MSFT,2021-05-15,439.46,452.06,428.56,433.37,92647273
MSFT,2021-05-22,435.71,449.94,419.54,427.72,75212293
MSFT,2021-06-01,433.98,440.26,420.69,424.47,166890956
MSFT,2021-06-08,425.4,461.18,415.31,449.68,36182417
MSFT,2021-06-15,442.3,472.97,432.93,456.69,164756658
MSFT,2021-06-22,465.18,476.72,433.25,448.21,48818542
MSFT,2021-07-01,449.51,465.31,434.76,445.65,143769507
MSFT,2021-07-08,448.62,449.21,439.75,447.48,32894775
MSFT,2021-07-15,440.06,473.1,430.59,466.36,107548639
MSFT,2021-07-22,458.55,476.45,452.78,453.75,87464528
MSFT,2021-08-01,454.71,469.37,440.6,450.61,15496447
MSFT,2021-08-08,453.95,483.74,446.13,469.53,176154118
MSFT,2021-08-15,468.09,481.05,428.39,441.96,129363224
MSFT,2021-08-22,436.4,452.74,419.57,450.45,5255073
MSFT,2021-09-01,455.75,469.25,416.14,430.97,145439110
MSFT,2021-09-08,422.77,435.29,383.84,399.44,163951748
MSFT,2021-09-15,395.19,413.59,382.8,404.82,65948144
MSFT,2021-09-22,408.09,410.31,397.71,407.71,166980287
MSFT,2021-10-01,407.7,433.8,404.61,424.64,17903258
MSFT,2021-10-08,429.92,442.65,429.38,438.82,177725867
MSFT,2021-10-15,445.58,474.57,443.55,466.25,146413102
MSFT,2021-10-22,461.95,471.09,434.78,436.95,53941850
MSFT,2021-11-01,443.76,444.76,426.77,437.67,89173390
MSFT,2021-11-08,444.26,458.18,442.8,449.23,50477426
MSFT,2021-11-15,452.11,458.76,419.75,425.61,177776276
MSFT,2021-11-22,428.21,430.45,414.97,424.39,142502022
MSFT,2021-12-01,431.31,441.8,425.41,440.39,50762296
MSFT,2021-12-08,445.07,458.11,442.35,455.09,93424451
MSFT,2021-12-15,462.0,481.46,458.0,477.22,164019398
MSFT,2021-12-22,482.45,486.21,450.4,465.06,46956004
MSFT,2022-01-01,459.46,476.06,453.07,475.45,177023980
MSFT,2022-01-08,469.8,497.0,465.34,483.46,169340373
MSFT,2022-01-15,476.4,495.12,436.46,452.69,156095252
MSFT,2022-01-22,448.25,460.05,410.36,422.28,176317990
MSFT,2022-02-01,422.22,433.42,408.36,412.47,162925382
MSFT,2022-02-08,412.69,426.93,411.79,424.5,119923747
MSFT,2022-02-15,428.25,457.78,415.67,457.08,150398233
MSFT,2022-02-22,463.02,476.09,457.05,466.88,55820848
MSFT,2022-03-01,461.24,510.18,457.34,497.31,65570819
MSFT,2022-03-08,502.8,513.35,492.57,497.32,11074877
MSFT,2022-03-15,500.88,536.52,481.84,525.59,12820735
MSFT,2022-03-22,530.67,539.45,511.44,513.63,105645076
MSFT,2022-04-01,517.85,524.96,493.43,502.19,84482591
MSFT,2022-04-08,497.04,511.52,464.05,471.4,30740653
MSFT,2022-04-15,477.05,491.05,460.04,474.81,149850992
MSFT,2022-04-22,481.26,522.97,474.14,503.23,121563042
MSFT,2022-05-01,497.89,528.32,494.13,511.6,65227683
MSFT,2022-05-08,506.84,520.2,461.84,477.34,1500233
MSFT,2022-05-15,483.75,487.75,463.35,466.15,166115147
MSFT,2022-05-22,474.41,495.42,462.16,486.39,125050711
MSFT,2022-06-01,480.25,486.39,452.48,453.19,158192722
MSFT,2022-06-08,450.11,484.15,448.44,468.21,50541013
MSFT,2022-06-15,470.19,495.75,464.87,479.4,3532468
MSFT,2022-06-22,484.97,503.36,476.58,494.9,150179464
MSFT,2022-07-01,492.09,509.65,474.38,501.72,95781146
MSFT,2022-07-08,505.22,528.89,502.91,517.79,119068942
MSFT,2022-07-15,525.58,526.88,495.13,498.76,159736062
MSFT,2022-07-22,499.98,506.29,466.17,480.13,29310927
MSFT,2022-08-01,476.14,480.41,458.95,461.71,65695198
MSFT,2022-08-08,456.73,486.68,455.18,485.49,14005750
MSFT,2022-08-15,493.62,506.08,476.43,484.0,51472355
MSFT,2022-08-22,476.82,480.99,449.66,450.14,91268395
MSFT,2022-09-01,449.96,481.71,446.54,477.82,122103844
MSFT,2022-09-08,469.23,485.04,460.85,464.43,96383627
MSFT,2022-09-15,459.08,468.69,448.62,456.78,117309459
MSFT,2022-09-22,451.72,481.42,449.2,469.28,65404509
MSFT,2022-10-01,465.18,476.3,449.27,471.58,2377558
MSFT,2022-10-08,480.54,492.56,472.37,475.29,131501739
MSFT,2022-10-15,466.06,479.9,446.69,465.08,132074220
MSFT,2022-10-22,460.05,474.37,453.26,457.05,37322780
MSFT,2022-11-01,452.37,462.47,445.11,454.23,69961447
MSFT,2022-11-08,446.75,471.57,444.66,454.31,39764062
MSFT,2022-11-15,449.42,487.15,435.37,477.38,165844814
MSFT,2022-11-22,469.03,509.54,467.28,502.97,80303648
MSFT,2022-12-01,497.63,508.38,460.68,469.79,151098704
MSFT,2022-12-08,478.57,485.92,457.04,470.54,54759339
MSFT,2022-12-15,469.83,499.33,458.62,489.03,50805572
MSFT,2022-12-22,484.77,507.73,471.09,492.04,143591033
MSFT,2023-01-01,499.08,533.3,490.57,522.46,60023652
MSFT,2023-01-08,515.84,532.72,508.57,521.12,19025612
MSFT,2023-01-15,511.76,528.73,479.14,491.94,108982873
MSFT,2023-01-22,493.01,509.82,474.62,481.86,25452810
MSFT,2023-02-01,479.31,520.09,471.25,508.34,145558157
MSFT,2023-02-08,514.99,554.88,497.69,550.29,32999195
MSFT,2023-02-15,539.61,559.97,523.76,546.35,179491670
MSFT,2023-02-22,554.38,576.25,547.78,563.65,62704458
MSFT,2023-03-01,560.56,585.87,557.04,579.31,19049440
MSFT,2023-03-08,580.25,581.85,568.7,578.89,19137035
MSFT,2023-03-15,581.85,587.06,549.2,565.47,103592752
MSFT,2023-03-22,557.39,607.48,547.43,591.1,49793708
MSFT,2023-04-01,587.16,641.3,578.22,630.55,132313346
MSFT,2023-04-08,621.17,661.94,615.0,641.02,177468197
MSFT,2023-04-15,630.36,642.78,611.09,622.92,147995277
MSFT,2023-04-22,633.59,651.08,609.92,621.88,95337374
MSFT,2023-05-01,616.04,651.15,608.74,629.02,26974880
MSFT,2023-05-08,624.37,636.66,613.55,626.23,134816156
MSFT,2023-05-15,620.98,639.38,608.0,608.67,131845143
MSFT,2023-05-22,611.32,613.44,596.67,600.94,8526602
MSFT,2023-06-01,601.12,623.21,576.16,577.97,120622073
MSFT,2023-06-08,568.9,605.59,561.75,595.04,14727349
MSFT,2023-06-15,586.59,629.91,564.34,624.55,136956532
MSFT,2023-06-22,627.58,643.56,611.75,624.8,4804475
MSFT,2023-07-01,625.86,649.31,570.71,593.73,76906070
MSFT,2023-07-08,594.71,617.55,585.13,602.75,88806656
MSFT,2023-07-15,607.56,612.44,569.78,593.4,47342276
MSFT,2023-07-22,595.74,665.79,593.77,640.39,166965251
MSFT,2023-08-01,647.73,652.96,598.15,616.34,127739024
MSFT,2023-08-08,622.3,663.38,601.7,646.98,21290459
MSFT,2023-08-15,645.19,670.82,640.93,656.91,177572571
MSFT,2023-08-22,656.47,682.35,644.18,670.43,100052832
MSFT,2023-09-01,675.39,705.83,668.81,690.16,150024263
MSFT,2023-09-08,694.07,713.44,684.33,698.32,119860855
MSFT,2023-09-15,709.28,786.29,687.27,758.65,167033513
MSFT,2023-09-22,764.58,825.44,748.35,815.65,31036936
MSFT,2023-10-01,813.81,856.08,806.68,825.38,128894452
MSFT,2023-10-08,836.56,869.73,821.21,860.1,111031658
MSFT,2023-10-15,858.13,907.17,829.35,898.85,139789939
MSFT,2023-10-22,895.87,908.53,833.04,855.84,165718121
MSFT,2023-11-01,849.29,866.14,811.32,824.75,12829003
MSFT,2023-11-08,829.04,867.19,806.47,860.42,42010572
MSFT,2023-11-15,867.74,949.43,845.58,931.02,158137073
MSFT,2023-11-22,924.38,1021.76,916.91,996.77,75301527
MSFT,2023-12-01,986.64,1017.67,928.56,939.75,161543749
MSFT,2023-12-08,925.04,994.74,899.67,988.78,20070055
MSFT,2023-12-15,996.02,1007.49,971.99,976.08,94852999
MSFT,2023-12-22,969.94,1016.17,932.74,982.43,92264959
MSFT,2024-01-01,989.71,1038.05,980.26,1032.3,58962616
MSFT,2024-01-08,1017.77,1037.41,995.83,1033.91,103113249
MSFT,2024-01-15,1038.22,1147.94,1032.04,1113.57,10072195
MSFT,2024-01-22,1093.97,1105.78,1047.91,1081.73,97088973
MSFT,2024-02-01,1092.63,1145.84,1057.94,1117.66,37263666
MSFT,2024-02-08,1119.6,1178.98,1106.1,1164.97,139322167
MSFT,2024-02-15,1180.42,1226.36,1105.41,1150.4,119288729
MSFT,2024-02-22,1127.89,1150.24,1038.39,1069.8,20449052
MSFT,2024-03-01,1084.02,1101.85,1053.75,1060.72,106709202
MSFT,2024-03-08,1044.04,1167.25,1016.81,1127.26,63462947
MSFT,2024-03-15,1110.66,1174.46,1099.73,1165.43,19164155
MSFT,2024-03-22,1186.48,1303.74,1140.56,1279.65,41284934
MSFT,2024-04-01,1292.31,1404.73,1285.72,1352.81,16438994
MSFT,2024-04-08,1334.55,1352.24,1229.37,1261.21,4079574
MSFT,2024-04-15,1240.75,1312.9,1198.37,1274.22,129723724
MSFT,2024-04-22,1250.67,1284.71,1190.64,1205.4,4840177
MSFT,2024-05-01,1218.67,1250.45,1144.78,1172.24,53192420
MSFT,2024-05-08,1165.27,1264.24,1129.68,1257.24,163681770
MSFT,2024-05-15,1263.18,1358.37,1238.65,1331.6,140873211
MSFT,2024-05-22,1343.38,1436.45,1307.85,1415.98,108442250
MSFT,2024-06-01,1392.79,1469.17,1368.43,1444.76,146233081
MSFT,2024-06-08,1431.62,1578.36,1394.71,1536.72,91252346
MSFT,2024-06-15,1523.47,1591.51,1487.79,1570.1,1912624
MSFT,2024-06-22,1564.75,1701.04,1531.58,1638.59,61646368
MSFT,2024-07-01,1659.46,1702.0,1601.52,1649.61,83560138
MSFT,2024-07-08,1653.48,1749.04,1617.74,1694.26,126690313
MSFT,2024-07-15,1715.29,1851.13,1667.07,1843.99,110786204
MSFT,2024-07-22,1863.92,1879.68,1802.9,1813.0,65899018
MSFT,2024-08-01,1783.42,1925.98,1716.86,1913.52,14460770
MSFT,2024-08-08,1935.74,1964.1,1897.56,1937.97,142370886
MSFT,2024-08-15,1915.09,2076.68,1857.49,2011.8,152639278
MSFT,2024-08-22,1994.02,2158.14,1944.82,2108.46,24508041
MSFT,2024-09-01,2069.66,2088.66,1885.72,1950.72,158307938
MSFT,2024-09-08,1943.28,2070.04,1915.96,1992.45,897272
MSFT,2024-09-15,1989.49,2025.55,1854.71,1914.91,69589450
MSFT,2024-09-22,1877.08,1894.32,1834.74,1838.72,86476057
MSFT,2024-10-01,1833.25,1900.13,1825.21,1846.75,3808199
